"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","source","id","type"
"Environmental, social, and governance ( <scp>ESG</scp> ) disclosure, earnings management and cash holdings: Evidence from a European context","Isam Saleh; Malik Abu Afifa; Abdallah Alkhawaja","2023","Business Ethics the Environment & Responsibility","40","False","","https://doi.org/10.1111/beer.12650","Abstract The primary objective of this research is to examine the potential influence of environmental, social, and governance (ESG) disclosure on cash holdings. Additionally, the study explores the role of earnings management (EM) practices as a mediating factor in this relationship. The sample comprises 797 companies listed on financial markets across 19 European countries, and the data spans from 2013 to 2019. The outcomes indicate a significant negative correlation between ESG disclosure and cash holdings, implying that ESG performance can be used by management to resolve disputes with stakeholders. The outcomes further indicate that the existence of EM practices partially mediates the link between ESG disclosure and cash holdings. Moreover, they are robust by substitute cash holdings specification, three distinct initiatives of ESG disclosure (i.e., environment, social, and governance), and a two‐stage least squares assessment. Therefore, the findings document that nonfinancial reporting in the form of ESG disclosure can assist in controlling agency conflict, leading to better valuations of company performance by stakeholders.","cites: ACW2007_JFE","https://openalex.org/W4390271061","article"
"Adjustment behavior of corporate cash holdings: the China experience","Alessandra Guariglia; Junhong Yang","2016","European Journal of Finance","40","True","https://research.birmingham.ac.uk/en/publications/92281c04-50aa-4f8b-b9de-5ec53bf63d63","https://doi.org/10.1080/1351847x.2015.1071716","Using a panel of 1478 Chinese listed firms over the period 1998–2010, we examine the behavior of corporate cash holdings. Consistent with the trade-off theory, we document that Chinese firms tend to actively manage their cash balances toward a target level. We also observe a considerable heterogeneity in adjustment speeds of cash holdings across firms, due to the presence of different adjustment costs. Specifically, firms with a high level of excess cash, and firms that actively manage their cash balances through investment, dividend payments, and debt issuance, all display higher adjustment speeds. Finally, the institutional setting does not significantly affect adjustment speeds.","cites: ACW2007_JFE","https://openalex.org/W2338309602","article"
"Cash Holdings Adjustment Speed and Managerial Ability","Hyungjin Cho; Sera Choi; Mi‐Ok Kim","2018","Asia-Pacific Journal of Financial Studies","40","False","","https://doi.org/10.1111/ajfs.12235","Abstract Using the partial adjustment model of cash holding, we find that managerial ability is negatively related to adjustment speed of cash holdings toward the target, particularly when the firm has excess cash. We also find that the relation between managerial ability and cash holding adjustment speed is weaker in the presence of the internal capital market. Additionally, we provide evidence that firms with higher managerial ability are less likely to make inefficient investments when they have excess cash, implying that high‐ability managers are willing to hold a large amount of cash to make timely investments.","cites: ACW2007_JFE","https://openalex.org/W2896238103","article"
"Agency Conflicts and Corporate Payout Policies: A Global Study","Söhnke M. Bartram; Philip Brown; Janice C. Y. How; Peter Verhoeven","2011","SSRN Electronic Journal","40","True","https://doi.org/10.2139/ssrn.1068281","https://doi.org/10.2139/ssrn.1068281","","cites: ACW2007_JFE","https://openalex.org/W1871369280","article"
"The effects of uncertainty and corporate governance on firms’ demand for liquidity","Christopher F. Baum; Atreya Chakraborty; Liyan Han; Boyan Liu","2011","Applied Economics","39","False","","https://doi.org/10.1080/00036846.2010.508733","We find that US corporations’ demand for liquidity is sensitive to two important factors: uncertainty facing the firm and the quality of corporate governance. Following prior research, we find that both factors have important influences on firms’ cash holdings. Our results also indicate that the interactions between uncertainty and governance measures are significant. From a policy perspective, these new findings indicate that both governance and the nature of uncertainty may play an important role in managing liquidity risks. Policy recommendations may not only be limited to changes in financial policy but may also include changes in corporate governance.","cites: ACW2007_JFE","https://openalex.org/W2050450677","article"
"Management Financial Incentives and Firm Performance in a Sustainable Development Framework: Empirical Evidence from European Companies","Graţiela Georgiana Noja; Mirela Cristea; Cecilia Nicoleta Jurcuț; Alexandru Buglea; Ion Popa","2020","Sustainability","39","True","https://www.mdpi.com/2071-1050/12/18/7247/pdf","https://doi.org/10.3390/su12187247","Management financial incentives are an effective way to attract, retain and stimulate managers with beneficial spillover effects on firm performance. This paper explores the relationship between board and executive management compensation and remunerations and the financial performance of European companies from various industries in a sustainable development framework. The sample covers 1594 firms with data extracted from Thomson Reuters Eikon (Refinitiv, New York, NY, USA) databases from 2019 and a selection of specific indicators. The complex methodological endeavor encompassed by our research embeds several robust and two-stage least squares (2SLS/IV) regression models, structural equation modelling, including latent class analysis and network analysis through Gaussian Graphical Models. Main results bring to the fore that management financial incentives/packages reverberate positively and significantly on the performance of European firms, leading to important upwards in enterprise value and company earnings. Moreover, the sustainability indicators (committee, policy, energy use, renewable energies) also have positive effects on the financial performance of analyzed companies, being discussed extensively within the paper.","cites: ACW2007_JFE","https://openalex.org/W3083565060","article"
"Stakeholder orientation and the value of cash holdings: Evidence from a natural experiment","Rajib Chowdhury; John A. Doukas; Jong Chool Park","2021","Journal of Corporate Finance","39","False","","https://doi.org/10.1016/j.jcorpfin.2021.102029","","cites: ACW2007_JFE","https://openalex.org/W3174246238","article"
"Democracy, rule of law, and corporate governance—a liquidity perspective","Naiwei Chen; Tsai-Chen Yang","2016","Economics of Governance","39","False","","https://doi.org/10.1007/s10101-016-0182-4","","cites: ACW2007_JFE","https://openalex.org/W2409309136","article"
"The Determinants of Corporate Cash Holdings: The Case of a Small Emerging Market","Ghada Tayem","2016","International Journal of Financial Research","39","True","http://www.sciedu.ca/journal/index.php/ijfr/article/download/10875/6639","https://doi.org/10.5430/ijfr.v8n1p143","This study investigates the factors influencing the level of corporate cash holdings in the context of Jordan, a small emerging market characterized by large market frictions. This article employs the framework of the trade off, financing hierarchy, and managerial discretion theories to predict determinants of cash reserves. Then it examines these predictions using a sample of listed nonfinancial Jordanian firms over the period 2005-2013 using alternative estimation methods. Consistent with the trade-off theory, the results show that firm size and cash substitutes have negative and significant impact on cash holdings while growth opportunities and cash flow volatility have positive and significant impact. In addition, and consistent with the financing hierarchy view, the results show that cash flow and growth opportunities have positive and significant impact on cash holdings. Also, the study documents that leverage is negatively related to cash holdings while squared leverage is positively related to cash reserves. Finally, the results indicate that there are significant dynamic effects in determining cash holding targets.","cites: ACW2007_JFE","https://openalex.org/W2578008269","article"
"Accruals quality, financial constraints, and corporate cash holdings","Hatem Mansali; Imen Derouiche; Karima Jemai","2019","Managerial Finance","39","False","","https://doi.org/10.1108/mf-12-2018-0621","Purpose The purpose of this paper is to examine how information asymmetry driven by earnings quality affects corporate cash holdings. It also investigates the role that financial constraints play in this effect. Design/methodology/approach The paper examines a large sample of 6,501 observations of 741 firms listed on Euronext Paris over the period 2000–2015. Earnings quality is computed using the Jones model performance-matched discretionary accruals developed by Kothari et al. (2005): the larger the absolute value of discretionary accruals, the lower the accruals quality. Findings The study finds that firms with poor accruals quality hold more cash and that cash holdings in firms of low reporting quality are higher under financial constraints. These results indicate that firms tend to increase their cash reserves in the presence of high information asymmetry which is notably driven by low accounting quality. The findings also suggest that information asymmetry associated with low reporting quality is greater when firms also have strong financial constraints. The study’s conclusions are consistent with the precautionary motive for cash holdings. Practical implications The results would enhance practitioners’ awareness of the importance of accounting choices in the management of cash policies. It would also give researchers an incentive to further explore how these policies are influenced by the precautionary behavior of managers. Originality/value This paper is the first work to investigate the effect of accruals quality on corporate cash holdings in the French equity market, which typically has a poor information environment resulting in high information asymmetry. Moreover, the role of financial constraints in this effect has not yet been explored.","cites: ACW2007_JFE","https://openalex.org/W2962702782","article"
"How mindfulness and acquisition experience affect acquisition performance","Thomas Hutzschenreuter; Ingo Kleindienst; Michael Schmitt","2014","Management Decision","38","False","","https://doi.org/10.1108/md-07-2013-0376","Purpose – The purpose of this paper is to provide insights to the impact of acquisition experience from prior acquisitions on the performance of subsequent ones. The authors base the analysis on the concept of mindfulness which has recently gained increasing attention in organizational learning theory. The aim is to extend prior research on mindfulness in organizational learning by empirically addressing how mindfulness in knowledge transfer affects task performance in the context of a rare organizational event, i.e. an acquisition, and how it is moderated by the conditions surrounding that event. Design/methodology/approach – Employing a path-related approach, the authors analyzed large acquisitions of multiple US acquirers in a sequence to be able to clearly identify feedback from preceding acquisitions on subsequent ones. The authors adopt individual acquisition events as the unit of analysis to demonstrate the effect of mindfulness on task performance, and follow the widely used approach of measuring acquisition performance by abnormal stock market returns around the time of an acquisition announcement. Findings – The analysis reveals an alternating relationship between an acquirer's acquisition experience and its acquisition performance. This relationship is positively moderated by an acquirer's cash reserves and by the temporal spacing of its acquisitions, but negatively moderated by an acquirer's market-to-book value. Originality/value – Path-related approaches are rarely used in the mergers &amp; acquisitions literature. The paper is based on the concept of mindfulness and identifies an up to now unrecognized pattern in the performance of multiple acquisitions.","cites: ACW2007_JFE","https://openalex.org/W2000191306","article"
"The relationship between a firm’s information environment and its cash holding decision","Peter Clarkson; Ru Gao; Kathleen Herbohn","2020","Journal of Contemporary Accounting & Economics","38","False","","https://doi.org/10.1016/j.jcae.2020.100201","","cites: ACW2007_JFE","https://openalex.org/W3018405533","article"
"Do Accountants Make Better Chief Financial Officers?","Rani Hoitash; Udi Hoitash; Ahmet C. Kurt","2013","SSRN Electronic Journal","38","True","https://doi.org/10.2139/ssrn.2367250","https://doi.org/10.2139/ssrn.2367250","","cites: ACW2007_JFE","https://openalex.org/W1699972186","article"
"Persistent Operating Losses and Corporate Financial Policies","David J. Denis; Stephen B. McKeon","2016","SSRN Electronic Journal","38","True","https://doi.org/10.2139/ssrn.2881584","https://doi.org/10.2139/ssrn.2881584","","cites: ACW2007_JFE","https://openalex.org/W2562738840","article"
"The Influence of a Credit Rating Change on Corporate Cash Holdings and Their Marginal Value","Hinh D. Khieu; Mark K. Pyles","2012","Financial Review","37","False","","https://doi.org/10.1111/j.1540-6288.2012.00332.x","Abstract We examine the influence of credit rating changes on corporate excess cash holdings. We find that downgraded firms increase excess cash holdings by approximately 3% of total noncash assets, compared to a matched sample of firms without a rating change. We largely observe no significant cash policy change following upgrades. While our findings support existing studies on the value of precautionary cash hoarding in the face of increased financial constraint, we find hoarding is value‐decreasing for shareholders. The marginal value of excess cash declines by at least 40% for downgraded firms and much more so when firms have histories of excess cash hoarding.","cites: ACW2007_JFE","https://openalex.org/W1967573662","article"
"Gender diversity, cash holdings and the role of the institutional environment: empirical evidence in Europe","Maurizio La Rocca; Tiziana La Rocca; Raffaele Staglianò; Pino Vecellio; Fabiola Montalto","2019","Applied Economics","37","False","","https://doi.org/10.1080/00036846.2019.1566687","While substantial evidence is emerging internationally on higher risk aversion among women than among men, there is less evidence on women’s business choices. We explore some of the reasons for the relationship between gender diversity and cash holdings. Specifically, this paper focuses on the choices involving the stock of cash held by firms in which women have executive roles and can consequently exert a crucial influence on the firms themselves. We estimate our proposed empirical models using a dataset of 12,466 observations from 18 European countries. We find a positive relationship between the presence of women with executive roles in the firm and cash holdings. Women tend to make more conservative choices probably because they are more risk averse than men are. This propensity has a relevant impact on the financial choices of firms when women play a leading role. Notably, the study demonstrates that the institutional environment and industry differences moderate our baseline relationship.","cites: ACW2007_JFE","https://openalex.org/W2914220791","article"
"Strings attached: Socioemotional wealth mixed gambles in the cash management choices of family firms","Domenico Rocco Cambrea; Yuliya Ponomareva; Daniel Pittino; Alessandro Minichilli","2021","Journal of Family Business Strategy","37","True","https://doi.org/10.1016/j.jfbs.2021.100466","https://doi.org/10.1016/j.jfbs.2021.100466","Family owners differ from other types of owners due to the presence of socioemotional wealth (SEW) concerns. We take a closer look at this distinctive aspect by examining the impact of family control and influence dimension of SEW on the cash management choices of family firms, conceptualizing it as a mixed gamble choice. Our empirical analysis of 195 Italian firms listed on the Milan Stock Exchange between 2003 and 2015 shows that family firms derive more value and incur lower costs than nonfamily firms when they increase their cash holdings. We then delve deeper into family firms’ cash management choices by exploring how different levels of family control and influence as well as types of board governance arrangements moderate this relationship. The empirical results indicate that the positive effects of family ownership are more pronounced under a high level of family control and influence and with separation of the board chair and CEO positions.","cites: ACW2007_JFE","https://openalex.org/W3209468950","article"
"Economic policy uncertainty, institutional environments, and corporate cash holdings","Sadok El Ghoul; Omrane Guedhami; Sattar Mansi; He Wang","2023","Research in International Business and Finance","37","False","","https://doi.org/10.1016/j.ribaf.2023.101887","","cites: ACW2007_JFE","https://openalex.org/W4318317816","article"
"The relationship between judicial efficiency and corporate cash holdings: An international study","Hamid Ali Shah; Attaullah Shah","2016","Economic Modelling","37","False","","https://doi.org/10.1016/j.econmod.2016.08.016","","cites: ACW2007_JFE","https://openalex.org/W2507204747","article"
"Directors’ education and corporate liquidity: evidence from boards in Taiwan","Ma-Ju Wang; Xuan‐Qi Su; Hong‐Da Wang; Yan-Shing Chen","2016","Review of Quantitative Finance and Accounting","37","False","","https://doi.org/10.1007/s11156-016-0597-6","","cites: ACW2007_JFE","https://openalex.org/W2512689358","article"
"The impact of banking relationships, managerial incentives, and board monitoring on corporate cash holdings: an emerging market perspective","Hai‐Chin Yu; Ben J. Sopranzetti; Cheng-Few Lee","2013","Review of Quantitative Finance and Accounting","37","False","","https://doi.org/10.1007/s11156-013-0402-8","","cites: ACW2007_JFE","https://openalex.org/W1984917512","article"
"When Does Cash Matter? Evidence for Private Firms","Paul Ehling; David Haushalter","2014","SSRN Electronic Journal","37","True","https://doi.org/10.2139/ssrn.2454015","https://doi.org/10.2139/ssrn.2454015","","cites: ACW2007_JFE","https://openalex.org/W1909089601","article"
"Managing Liquidity in Production Networks: The Role of Central Firms","Janet Gao","2020","European Finance Review","36","False","","https://doi.org/10.1093/rof/rfaa025","Abstract Firms in the US economy are closely interconnected in a production network and are subject to shocks that propagate within the network. This study examines the liquidity management of firms centrally connected in the network. I show that, while central firms are more exposed to aggregate swings, they maintain higher cash holdings to protect themselves and connected firms against such exposure. Central firms’ cash holding motives are alleviated by firm diversification but are aggravated by industry competition. Such motives are not explained by alternative determinants of cash policies. My findings suggest that systematically important firms proactively dampen the propagation of shocks in the production network.","cites: ACW2007_JFE","https://openalex.org/W3122754804","article"
"Oil price uncertainty and corporate cash holdings: Global evidence","Abdulaziz Ahmed Alomran; Bader Jawid Alsubaiei","2022","International Review of Financial Analysis","36","False","","https://doi.org/10.1016/j.irfa.2022.102115","","cites: ACW2007_JFE","https://openalex.org/W4221057173","article"
"Busy outside directors and ESG performance","Elizabeth Cooper; Hatice Uzun","2022","Journal of Sustainable Finance & Investment","36","False","","https://doi.org/10.1080/20430795.2022.2122687","In this paper, we analyze whether a firm’s governance structure plays a role in corporate sustainability performance. Specifically, we study the impact of busy outside directors (outside directors who serve on multiple boards) on firms’ environmental, social, and governance (ESG) performance. By doing so, we are able to test the Overcommitment and the Reputation Hypotheses. We find a positive relationship between busy outside directors and ESG performance. Busy outside directors have a positive impact on not just the total ESG score but also on individual components of ESG. The Environment Score is most affected by busy outside directors, while Governance score seems to be minimally impacted. Contrary to the theory that busy outside directors are overcommitted and detract from firm value, our results lend support to the theory that busy outside directors enhance the firm’s sustainability performance because of their involvement, experience and reputation.","cites: ACW2007_JFE","https://openalex.org/W4296703350","article"
"Saving for a rainy day: Evidence from the 2000 dot-com crash and the 2008 credit crisis","Hsuan‐Chi Chen; Robin K. Chou; Chien‐Lin Lu","2017","Journal of Corporate Finance","36","False","","https://doi.org/10.1016/j.jcorpfin.2017.12.025","","cites: ACW2007_JFE","https://openalex.org/W2772530057","article"
"Corporate tax avoidance and corporate financialization: The moderating effect of managerial myopia","Guan Ping Zhu; He Fa Gui; Tao Peng; Chong Hui Jiang","2022","Managerial and Decision Economics","36","False","","https://doi.org/10.1002/mde.3693","The purpose of this paper is to investigate whether managers with tax avoidance motivation also engage in corporate financialization. Using a large sample of Chinese A‐share non‐financial listed firms from 2009 to 2020, the empirical results show that there is a positive association between corporate tax avoidance and corporate financialization. Moreover, the positive effect of tax avoidance on corporate financialization mainly manifests in firms with myopic managers. Our results are robust to alternative measures of both tax avoidance and managerial myopia. Two‐stage least squares (2SLS) regression and propensity score matching (PSM) confirm our results and mitigate any potential endogeneity issues. Overall, we show that the agency costs between shareholders and managers indeed play a critical role between tax avoidance and corporate financialization.","cites: ACW2007_JFE","https://openalex.org/W4290739932","article"
"An investigation into the effect of surplus free cash flow, corporate governance and firm size on earnings predictability","Redhwan Al‐Dhamari; Ku Nor Izah Ku Ismail","2014","International Journal of Accounting and Information Management","36","False","","https://doi.org/10.1108/ijaim-05-2013-0037","Purpose – Existing studies on corporate governance mainly focus on how a strong governance system enhances the valuation of firms with cash holding or free cash flow agency problem. The aims of this paper are threefold. First, it investigates the impact of surplus free cash flows (SFCF) on earnings predictability. Second, it investigates whether corporate governance variables moderate the negative impact of SFCF on earnings predictability. Finally, this study examines whether the ability of corporate governance to mitigate SFCF and improve the predictive value of earnings varies between large and small firms. Design/methodology/approach – This paper uses heteroskedasticity-corrected least square regressions upon a sample of Malaysian listed firms. Findings – This paper finds that firms with high SFCF experience less earnings predictability. It also indicates that earnings of firms with high SFCF are more predictable when institutional investors hold a large stake of shares and when a chairperson is independent. Finally, this paper reveals that the role of institutional and managerial ownership in mitigating agency conflict of free cash flow and improving earnings predictability is more prominent in larger firms. This study implies that investors still have reservations about the ability of boards to enhance earnings numbers in Malaysia, although efforts were taken to reform the corporate governance mechanisms following the Asian financial crisis. Originality/value – This research is considered as the first attempt to examine the relationships between SFCF, corporate governance, firm size, and earnings predictability in a developing county such as Malaysia. The findings of this paper serve as a wake-up call to policy makers to evaluate the importance of governance structure in enhancing earnings predictability in emerging economies.","cites: ACW2007_JFE","https://openalex.org/W1963718724","article"
"An Empirical Assessment of Empirical Corporate Finance","Jeffrey L. Coles; Zhichuan Li","2022","Journal of Financial and Quantitative Analysis","35","True","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/55844F11BBD0F965BFCDA1D34B4DB9AE/S0022109022000448a.pdf/div-class-title-an-empirical-assessment-of-empirical-corporate-finance-div.pdf","https://doi.org/10.1017/s0022109022000448","Abstract We empirically evaluate 20 prominent contributions across a broad range of areas in the empirical corporate finance literature. We assemble the necessary data and apply a single, simple econometric method, the connected-groups approach of Abowd et al. to appraise the extent to which prevailing empirical specifications explain variation of the dependent variable, differ in composition of fit arising from various classes of independent variables, and exhibit resistance to omitted variable bias and other endogeneity problems. We assess empirical performance across a wide spectrum of areas in corporate finance and indicate varying research opportunities for empiricists and theorists.","cites: ACW2007_JFE","https://openalex.org/W4281656765","article"
"Earnings quality and financial flexibility: A moderating role of corporate governance","Md. Rashidul Islam; Md. Ziaul Haque; Rehnuma Hoque Moutushi","2022","Cogent Business & Management","35","True","https://www.tandfonline.com/doi/pdf/10.1080/23311975.2022.2097620?needAccess=true","https://doi.org/10.1080/23311975.2022.2097620","The aim of this study is primarily to demonstrate how earnings quality is an influential determinant of financial flexibility. Secondly, how earnings quality affects financial flexibility. And finally, to provide evidence of the role of corporate governance between earnings quality and financial flexibility composing overall corporate governance index (CG-INDEX). This study considered unbalanced panel data from the year 2007 to 2020 from the database CSMAR yielding 14,088 firm-year observations. This study used liquidity as the proxy of financial flexibility, and also used a comprehensive index of corporate governance constructed by adopting the principal component analysis and STATA has been used for analyzing data. The study used System GMM regression for analysis and controls endogeneity by applying lag financial flexibility as an instrumental variable. The empirical results reveal that poor earnings quality significantly negatively influences the level of corporate financial flexibility. The results also demonstrate that corporate governance can significantly positively moderate the relationship between earnings quality and financial flexibility. This suggests that when the earnings quality is poor, firms are less likely to be financially flexible in holding liquidity. More specifically, firms with poor earnings quality will reduce their financial flexibility of firms; hence, firms need to provide high-quality earnings in order to be more financially flexible. Earnings quality is an important factor, which led the author to examine how earnings quality influences financial flexibility. Under the views of agency theory and positive accounting theory, poor earnings quality is a source of amplified shareholder’s concern of increased informational asymmetry, which may adversely affect the firm’s financial flexibility. Conversely, higher earnings quality reduces the information asymmetry which leads to higher financial flexibility. This study provides a way how to achieve financial flexibility with the assistance of corporate governance which is essential to combat financial crises and smooth business operations successfully.","cites: ACW2007_JFE","https://openalex.org/W4285676962","article"
"Does the value of cash holdings deteriorate or improve with material weaknesses in internal control over financial reporting?","Pinghsun Huang; Jun Guo; Tongshu Ma; Yan Zhang","2015","Journal of Banking & Finance","35","False","","https://doi.org/10.1016/j.jbankfin.2015.01.007","","cites: ACW2007_JFE","https://openalex.org/W2073064944","article"
"Family Involvement and Post-IPO Investment Policy","Bharat A. Jain; Yingying Shao","2014","Family Business Review","35","False","","https://doi.org/10.1177/0894486514538044","Drawing from agency theory and socioemotional wealth considerations, we evaluate the extent post-IPO investment policy choices and their economic consequences differ for family firms relative to nonfamily firms. Our results suggest that family firms underinvest in post-IPO liquidity, total investment spending, and R&amp;D expenditures, relative to similar non-family firms. On the other hand, family firms overinvest in capital spending and underinvest in acquisition spending relative to nonfamily firms with dispersed but not concentrated ownership structures. Furthermore, while increases in R&amp;D spending decrease shareholder value in family firms, the reverse is the case with acquisition spending.","cites: ACW2007_JFE","https://openalex.org/W2111399694","article"
"Does internal information quality impact corporate cash holdings? Evidence from China","Feng Xiong; Yaping Zheng; Zhe An; Si Xu","2020","Accounting and Finance","35","False","","https://doi.org/10.1111/acfi.12657","Abstract This paper examines the impact of internal information quality (IIQ) on corporate cash holdings in China. Employing two widely used IIQ measures (i.e., the earnings announcement speed and the absence of financial restatements), we show a significant and negative association between IIQ and corporate cash holdings. This negative relation is concentrated among complex firms (i.e., firms with more business segments), non‐state‐owned firms, and firms with poor corporate governance. Our findings are valid after we consider endogeneity issues. This paper suggests that the quality of the internal information environment plays an important role in influencing firms’ cash holding decisions.","cites: ACW2007_JFE","https://openalex.org/W3041697858","article"
"Corporate Governance and Takeover Outcomes","Nihat Aktas; Ettore Croci; Şerif Aziz Şimşir","2015","Corporate Governance An International Review","35","False","","https://doi.org/10.1111/corg.12116","Abstract Manuscript type Review Research Question/Issue This article reviews how and through which channels corporate governance shapes takeover outcomes. Research Findings We summarize the main findings of the empirical literature that investigates the effect of corporate governance mechanisms on takeover outcomes. The internal and external governance mechanisms that we consider are: the board of directors, the takeover market, blockholders, financial markets in general, product market competition, and the labor market. Theoretical/Academic Implications This article adopts an agency perspective of the firm and reviews the mergers and acquisitions (M&amp;A) literature through the lens of corporate governance. We highlight how the different corporate governance mechanisms affect the takeover process and outcomes. Practitioner/Policy Implications The article systematizes the current state of the research linking corporate governance and takeovers. In doing so, we emphasize which mechanisms policymakers can use to improve the efficiency of the takeover market. Alternatively, the review also offers indications concerning mechanisms that could be used to mitigate agency conflicts and, as such, increase firm value.","cites: ACW2007_JFE","https://openalex.org/W3125864689","article"
"CEO gender and risk aversion: Further evidence using the composition of firm’s cash","Nilesh B. Sah; Hari Prasad Adhikari; Marcin W. Krolikowski; James Malm; Thanh Nguyen","2021","Journal of Behavioral and Experimental Finance","35","False","","https://doi.org/10.1016/j.jbef.2021.100595","","cites: ACW2007_JFE","https://openalex.org/W3214690688","article"
"Corporate cash holdings and total factor productivity – A global analysis","Chong-Chuo Chang; Hui‐Wen Vivian Tang","2020","The North American Journal of Economics and Finance","34","False","","https://doi.org/10.1016/j.najef.2020.101316","","cites: ACW2007_JFE","https://openalex.org/W3101534406","article"
"Multinational firms and cash holdings: Evidence from China","Weijun Wu; Yang Yang; Sili Zhou","2016","Finance research letters","34","True","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=6318&amp;amp;context=lkcsb_research","https://doi.org/10.1016/j.frl.2016.09.024","","cites: ACW2007_JFE","https://openalex.org/W2342258212","article"
"Impact of Macroeconomic Factors on Cash Holdings?: A Dynamic Panel Model","Lalita Anand; M. Thenmozhi; Nikhil P. Varaiya; Saumitra Bhadhuri","2018","Journal of Emerging Market Finance","34","False","","https://doi.org/10.1177/0972652717751536","We examine if macroeconomic factors impact cash holdings and how it influences the speed of adjustment of cash to target levels using the Arellano-Bover/Blundell-Bond dynamic panel model. We analyse a balanced panel and find that exchange rate, stock market index and oil price shocks impact cash holdings positively. We also observe that firms hold more cash in expectation of GDP growth, oil price shocks, increase in credit spread, budget deficit and hold marketable securities in expectation of inflationary conditions in the economy, while they hold less cash in expectation of an increase in exchange rate and increase in long-term and short-term bond rates. We further substantiate that cash holdings in firms adjust to target cash reserves in a dynamic process. We provide strong evidence that macroeconomic policy decisions impact cash levels in firms.","cites: ACW2007_JFE","https://openalex.org/W2790598296","article"
"Relationship Between the Characteristics of CEOs and Excess Cash Holdings of Firms","Jaemin Lim; Sang Cheol Lee","2018","Emerging Markets Finance and Trade","34","False","","https://doi.org/10.1080/1540496x.2018.1518778","This study investigates the relationship between excess cash holdings of firms and CEO characteristics, such as ownership type, presence of stock options, inclusion in a chaebol, and CEO tenure. Based on a sample of non-financial listed Korean companies for 2000–2014, we find first, that professional CEOs have higher excess cash holdings than owner-managers have. Second, longer CEO tenure lowers excess cash holdings but decreases the marginal impact of CEO tenure on excess cash holdings. Third, the effect of CEO affiliation to a chaebol on excess cash holdings was greater before the global financial crisis of 2008–2009 than after it. Excess cash holdings arise from agency problems and the CEO horizon problem but agency problems between minority and dominant shareholders have eased in Korea since the crisis.","cites: ACW2007_JFE","https://openalex.org/W2906254649","article"
"Do venture capital firms promote corporate social responsibility?","LI Jiu-jin; Xu Chang; Hung‐Gay Fung; Kam C. Chan","2020","International Review of Economics & Finance","34","False","","https://doi.org/10.1016/j.iref.2020.10.012","","cites: ACW2007_JFE","https://openalex.org/W3092867386","article"
"The Dynamics of Performance Volatility and Firm Valuation","Jianxin Daniel Chi; Xunhua Su","2017","Journal of Financial and Quantitative Analysis","34","False","","https://doi.org/10.1017/s0022109016000788","We construct a model to illustrate the dynamics of cash-flow volatility (CFV) and firm valuation. As a firm progressively invests in its growth opportunities, its book value increases and catches up with its market value, reducing the valuation multiple (Q). CFV decreases because of the diversification effect of investing in more market segments. We document a positive CFV–Q association, which varies with firm size, investment opportunities, and the correlation across market segments. Empirical findings strongly support the model’s predictions and are robust to alternative explanations offered by extant studies on firm growth, volatility, and valuation.","cites: ACW2007_JFE","https://openalex.org/W3122699330","article"
"Firm Value, Corporate Cash Holdings and Financial Constraint: A Study from a Developing Market","Thi Lien Hoa Nguyen; Le Ngan Trang Nguyen; Thi Phuong Vy Le","2016","Australian Economic Papers","34","False","","https://doi.org/10.1111/1467-8454.12082","This paper investigates the nonlinear relationship between firm value and corporate cash holdings in a sample of non‐financial Vietnamese firms from 2008 to 2013. We focus on both static and dynamic regressions to test for a nonlinear relationship. Our results reveal an ‘inverse U‐shape’ relationship between firm value and cash holdings, which is in line with trade‐off theory. Specially, we further test whether the optimal cash level changes under different financial conditions. In turn, this paper shows evidence of a nonlinear relationship between firm value and cash holdings under different financial circumstances and that each type of firm will adjust its optimal cash level based on business conditions.","cites: ACW2007_JFE","https://openalex.org/W2599766719","article"
"Social insurance premiums and corporate cash holdings: Evidence from social insurance law in China","Lixing Deng; Shaojie Lai; Shiang Liu; Xiaoling Pu","2022","Economic Modelling","33","False","","https://doi.org/10.1016/j.econmod.2022.105944","","cites: ACW2007_JFE","https://openalex.org/W4283454883","article"
"The Role of Financial Reporting Quality in Mitigating the Constraining Effect of Dividend Policy on Investment Decisions","Santhosh Ramalingegowda; Chuan‐San Wang; Yong Yu","2013","The Accounting Review","33","False","","https://doi.org/10.2308/accr-50387","ABSTRACT Miller and Modigliani's (1961) dividend irrelevance theorem predicts that in perfect capital markets dividend policy should not affect investment decisions. Yet in imperfect markets, external funding constraints that stem from information asymmetry can force firms to forgo valuable investment projects in order to pay dividends. We find that high-quality financial reporting significantly mitigates the negative effect of dividends on investments, especially on R&amp;D investments. Further, this mitigating role of financial reporting quality is particularly important among firms with a larger portion of firm value attributable to growth options. In addition, we show that the mitigating role of high-quality financial reporting is more pronounced among firms that have decreased dividends than among firms that have increased dividends. These results highlight the important role of financial reporting quality in mitigating the conflict between firms' investment and dividend decisions and thereby reducing the likelihood that firms forgo valuable investment projects in order to pay dividends. Data Availability: Data are available from public sources identified in the paper.","cites: ACW2007_JFE","https://openalex.org/W2141926262","article"
